customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
4031-WRH,Male,1,No,Yes,46,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,48.25,2170.15,No
6329-DHJ,Male,0,Yes,No,64,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),78.51,5011.32,Yes
2028-NDO,Male,0,No,No,25,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,30.25,748.61,Yes
6141-JLJ,Female,0,Yes,No,32,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),43.43,1450.57,No
7087-NBU,Female,0,No,No,30,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,89.74,2711.69,Yes
9741-KOR,Male,0,Yes,No,64,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),75.66,4784.26,No
2908-RFC,Male,0,No,Yes,70,No,No,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,96.47,6741.87,Yes
8878-TCB,Female,0,Yes,No,70,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,85.09,5980.68,Yes
1966-XUZ,Male,0,No,No,54,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Electronic check,57.68,3115.45,No
9525-VLV,Female,0,No,No,36,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),44.78,1555.25,No
1871-ERA,Female,0,No,No,39,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),45.72,1811.72,No
3447-HYD,Male,0,No,No,71,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),92.45,6576.67,No
9110-TWU,Male,0,Yes,No,20,Yes,No,DSL,No,Yes,No,No,No,No,Two year,No,Bank transfer (automatic),50.12,996.91,No
1025-BYK,Male,0,No,No,25,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,One year,No,Credit card (automatic),66.1,1624.28,No
7160-YBI,Male,0,No,No,65,Yes,No,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Credit card (automatic),73.41,4807.12,Yes
7464-OXM,Male,0,No,Yes,28,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,Yes,Mailed check,85.44,2328.83,No
4101-IRG,Female,0,No,Yes,17,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,24.61,363.97,No
3991-KRA,Female,0,Yes,No,40,Yes,No phone service,Fiber optic,No,No,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),88.58,3517.48,No
5741-MDI,Male,1,No,No,23,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,31.52,735.54,No
1067-ZTU,Female,0,No,Yes,65,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),34.25,2178.51,No
2995-LKC,Male,0,No,No,66,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,54.47,3575.95,No
9043-BWE,Female,0,Yes,No,22,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,65.89,1437.63,No
6736-ZHG,Male,0,Yes,Yes,38,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,No,Credit card (automatic),62.26,2377.89,No
2121-ZEU,Male,0,Yes,No,71,Yes,No phone service,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,49.98,3538.89,No
9539-SQC,Female,1,Yes,Yes,54,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),63.36,3411.88,No
4720-QYI,Male,1,Yes,No,15,Yes,Yes,DSL,No,No,No,Yes,No,Yes,One year,Yes,Credit card (automatic),52.66,765.2,Yes
5796-AKP,Female,0,No,Yes,43,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),75.06,3265.7,Yes
2133-WCT,Male,0,No,No,45,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),73.4,3326.09,No
7027-WBY,Male,0,Yes,Yes,47,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,72.29,3419.46,Yes
1738-ZYE,Male,1,No,No,1,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,49.1,21.87,No
6337-SXF,Female,0,No,No,21,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),37.18,762.84,Yes
2524-PYO,Male,0,Yes,No,62,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,69.15,4303.97,Yes
7361-WIK,Male,0,No,No,17,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,Two year,No,Electronic check,91.37,1532.73,No
9149-FCB,Male,0,Yes,No,21,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,41.47,838.44,No
9052-TRI,Female,0,Yes,Yes,23,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),63.87,1479.11,Yes
5576-MWZ,Female,0,Yes,No,12,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),60.1,675.42,No
1122-POQ,Male,0,No,Yes,11,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Electronic check,88.24,963.31,Yes
5570-ZEF,Female,0,No,Yes,25,Yes,Yes,DSL,No,Yes,No,No,No,No,One year,Yes,Electronic check,53.44,1367.23,No
3335-SEH,Male,0,No,No,63,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),23.93,1512.67,No
3217-GSE,Female,0,No,No,0,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,One year,Yes,Electronic check,58.88,0.0,No
9684-CQA,Male,0,No,No,20,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,One year,Yes,Electronic check,56.94,1155.34,No
5967-AMF,Female,0,No,No,4,Yes,No,DSL,No,Yes,No,Yes,No,No,Two year,Yes,Electronic check,45.87,162.45,No
2259-HTH,Female,0,Yes,No,40,No,Yes,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),32.66,1336.0,Yes
9205-WJL,Female,1,No,No,18,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,One year,Yes,Electronic check,96.41,1753.2,Yes
2046-ASV,Female,0,Yes,Yes,57,Yes,Yes,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,54.31,3083.52,No
7712-QDR,Male,0,No,Yes,42,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,23.93,978.81,No
3172-XIB,Male,0,No,No,57,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,77.67,4397.47,No
3911-KHD,Female,0,No,No,46,No,Yes,DSL,No,No,No,No,No,Yes,One year,No,Credit card (automatic),33.29,1621.98,No
6275-HWM,Male,0,No,No,32,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),83.25,2583.8,No
6279-DET,Male,0,No,Yes,62,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Two year,No,Bank transfer (automatic),45.74,2774.27,No
2271-UZJ,Female,0,No,Yes,34,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,42.3,1476.79,Yes
1077-RYN,Male,0,Yes,Yes,69,Yes,No,DSL,No,Yes,No,Yes,No,Yes,One year,No,Electronic check,66.95,4650.58,No
5186-TAI,Female,0,No,No,72,Yes,Yes,DSL,No,Yes,No,No,No,No,Two year,Yes,Mailed check,61.67,4452.85,No
3200-AQM,Female,0,Yes,Yes,42,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,44.29,1790.46,Yes
2866-GYO,Female,0,No,Yes,49,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),23.17,1154.19,No
1277-GIV,Male,0,Yes,Yes,18,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,One year,Yes,Electronic check,49.81,862.29,No
4109-MSB,Male,0,Yes,No,59,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),26.99,1588.95,No
9875-DYQ,Male,1,Yes,Yes,49,Yes,No,DSL,No,No,Yes,Yes,No,No,One year,Yes,Electronic check,55.33,2725.41,No
4769-YQR,Female,0,Yes,Yes,65,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,34.82,2281.03,No
9267-GTF,Male,0,No,No,19,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,47.84,886.19,Yes
2362-LXQ,Male,0,Yes,Yes,57,Yes,Yes,DSL,No,No,Yes,Yes,No,No,One year,Yes,Electronic check,60.7,3504.87,No
5043-ELQ,Male,0,No,No,34,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,57.01,1966.79,No
1605-LWA,Male,0,No,No,13,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,Two year,Yes,Mailed check,45.79,561.66,No
9229-RXQ,Male,0,Yes,No,12,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),75.71,891.73,Yes
2743-UCB,Female,0,Yes,Yes,41,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,41.35,1668.8,Yes
3000-CGA,Female,0,No,Yes,23,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,Two year,Yes,Electronic check,62.09,1425.88,No
4020-XNT,Male,0,No,No,7,No,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,56.94,420.6,Yes
9877-MJQ,Male,0,No,No,31,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,98.43,2986.56,No
3008-ZFX,Male,1,Yes,No,47,Yes,No,DSL,Yes,Yes,Yes,No,No,No,One year,Yes,Credit card (automatic),42.74,1939.33,No
6331-IRS,Male,0,No,No,23,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,26.8,587.28,No
5142-NVT,Female,0,Yes,Yes,69,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),83.52,5810.22,No
1138-TPL,Male,0,No,Yes,56,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),45.09,2533.35,No
6448-HXN,Female,0,Yes,No,37,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,80.24,3024.08,No
2840-MJE,Male,0,No,No,68,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,24.88,1686.39,No
5442-GNC,Male,0,No,No,31,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,70.84,2166.57,No
3542-HNA,Female,0,Yes,No,10,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,81.47,756.02,Yes
2464-OJB,Male,0,No,No,2,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,33.5,37.98,No
9498-VEF,Male,0,No,Yes,68,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),48.6,3283.09,Yes
2233-VAZ,Female,0,No,No,70,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),47.2,3219.12,No
7588-AQT,Female,0,No,No,53,Yes,No,DSL,No,No,Yes,No,No,Yes,One year,Yes,Mailed check,42.27,2210.87,No
2815-CKF,Female,0,Yes,No,7,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),97.68,654.01,Yes
2727-RSX,Male,0,No,Yes,21,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,No,Credit card (automatic),66.12,1389.28,No
2240-BTR,Female,0,No,No,2,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,41.1,80.72,No
4058-LMS,Male,0,No,No,3,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,31.62,106.06,No
8262-UNK,Male,0,Yes,Yes,17,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,98.32,1614.65,No
4475-XJN,Male,0,No,Yes,41,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,54.21,2182.88,Yes
5705-VEB,Male,1,No,No,4,No,No,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,41.34,197.77,Yes
3497-AOZ,Male,0,No,No,71,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Mailed check,92.27,6542.1,No
2828-CPZ,Male,0,No,No,33,No,No phone service,DSL,Yes,Yes,No,No,Yes,No,Two year,No,Bank transfer (automatic),45.3,1524.54,No
3315-CQZ,Male,0,Yes,No,19,No,No,DSL,No,No,No,No,No,Yes,Two year,Yes,Electronic check,60.9,1152.16,No
2111-ONG,Female,0,No,No,37,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),69.16,2565.47,No
7750-HIK,Female,1,Yes,No,57,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,60.99,3494.93,No
7871-BIT,Male,0,Yes,Yes,22,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,20.4,429.32,No
7953-TWE,Male,0,Yes,No,3,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,75.98,204.59,Yes
1431-DGJ,Male,1,No,No,3,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,83.71,227.33,Yes
9702-YCD,Female,1,Yes,No,62,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,66.03,4091.13,No
2169-WAK,Female,1,Yes,No,8,Yes,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,No,Electronic check,43.32,366.66,Yes
3393-WPQ,Male,0,No,No,46,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Mailed check,71.94,3295.01,No
3298-TZV,Male,0,Yes,No,28,Yes,No phone service,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,No,Mailed check,86.42,2460.19,No
5146-APP,Female,0,No,Yes,56,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,61.32,3495.16,No
3061-BQU,Female,0,No,Yes,4,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Two year,No,Electronic check,61.26,214.29,No
3449-PYP,Female,0,No,Yes,65,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,42.08,2776.8,No
8387-TAR,Female,0,No,Yes,50,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Electronic check,107.45,5371.87,Yes
4703-DKE,Female,0,Yes,Yes,32,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,One year,Yes,Electronic check,83.54,2686.61,Yes
5903-JUV,Male,0,Yes,Yes,15,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,No,Mailed check,62.85,938.06,Yes
8829-RPQ,Male,0,Yes,No,71,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,81.65,5839.82,No
7273-NHV,Male,0,No,No,22,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),62.54,1388.04,No
1780-FAI,Male,1,No,Yes,35,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),33.98,1177.13,No
1206-GSI,Male,0,Yes,Yes,28,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,31.78,875.23,No
2867-ISB,Female,0,No,No,16,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,48.85,739.56,No
1828-WVY,Female,0,No,Yes,30,Yes,No,DSL,No,Yes,No,No,Yes,No,One year,Yes,Credit card (automatic),64.96,1928.79,No
6628-ZJH,Female,0,Yes,No,11,Yes,No phone service,Fiber optic,No,Yes,No,Yes,No,No,One year,No,Electronic check,91.94,1054.05,Yes
8404-ZSZ,Male,0,No,No,0,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Mailed check,56.52,0.0,No
8510-FSI,Male,1,Yes,No,21,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),64.63,1334.83,No
1446-JOC,Female,0,No,No,8,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,77.85,584.37,Yes
5889-KVZ,Female,0,No,No,30,Yes,No,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Electronic check,75.67,2303.41,No
2610-VFL,Female,0,No,No,62,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,One year,Yes,Electronic check,73.18,4552.18,No
1859-NLL,Male,0,Yes,No,11,Yes,No phone service,DSL,Yes,No,No,Yes,Yes,No,One year,Yes,Electronic check,52.45,507.79,Yes
1045-LQB,Male,0,Yes,Yes,0,Yes,Yes,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,54.91,0.0,No
2364-HDU,Male,0,No,No,8,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,76.36,611.29,No
1890-ILA,Female,0,Yes,Yes,37,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),24.26,957.18,No
2940-BAN,Female,0,Yes,No,20,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,49.42,994.5,No
2990-KSY,Male,0,Yes,No,35,Yes,No,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Electronic check,96.29,3333.72,No
1048-SGE,Male,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,19.19,45.17,Yes
3043-CGZ,Female,0,No,No,24,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),76.98,1796.16,Yes
2984-HJQ,Female,0,No,No,29,Yes,No phone service,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,83.29,2411.0,Yes
7910-NQJ,Male,0,No,Yes,31,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,58.73,1782.55,Yes
3957-ISC,Female,0,No,No,40,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),63.36,2527.25,Yes
4000-MMS,Female,0,Yes,No,56,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,80.17,4498.2,No
6401-BOQ,Female,0,Yes,Yes,34,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,53.35,1824.24,No
4393-AGA,Female,0,Yes,No,61,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,Two year,Yes,Electronic check,42.0,2510.91,No
6900-KKR,Male,0,Yes,No,38,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Two year,Yes,Credit card (automatic),78.64,2965.75,No
6221-UKS,Female,0,Yes,No,19,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,One year,Yes,Bank transfer (automatic),53.07,939.2,Yes
8124-GYS,Female,0,No,No,16,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,37.04,614.37,No
9491-CAK,Male,0,Yes,No,23,Yes,No,DSL,No,Yes,No,No,Yes,No,One year,Yes,Credit card (automatic),48.7,1127.2,No
5262-ZJR,Female,0,Yes,No,43,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),85.42,3631.94,No
1813-VVM,Female,0,No,No,17,Yes,No phone service,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,66.79,1184.64,Yes
7009-POY,Male,0,No,Yes,66,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,One year,No,Mailed check,49.95,3313.03,No
9279-FQQ,Male,0,Yes,Yes,35,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,89.4,3125.32,Yes
9282-FRO,Female,0,No,No,63,No,No,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,66.13,4149.62,No
1702-EAH,Female,0,No,No,49,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),84.29,4107.9,No
8881-GNL,Female,0,Yes,No,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,35.75,830.38,Yes
3982-IPT,Male,0,No,No,16,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.49,1584.93,Yes
4931-AHG,Male,0,Yes,No,54,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,30.51,1657.15,No
4154-SQY,Male,0,Yes,Yes,24,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,56.38,1316.41,No
6745-HYZ,Male,1,Yes,No,18,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),91.31,1688.97,Yes
8163-CTO,Male,0,No,Yes,67,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,39.05,2613.19,No
8136-MAZ,Male,0,No,No,35,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,61.49,2119.98,No
9823-RYF,Female,0,No,No,3,Yes,No,DSL,No,Yes,Yes,Yes,No,No,One year,No,Bank transfer (automatic),77.26,300.92,No
3086-RVA,Female,0,No,No,36,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),72.97,2588.6,Yes
4413-QSJ,Female,0,Yes,Yes,33,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,33.11,1063.75,No
3381-LYQ,Male,0,Yes,Yes,63,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,82.28,5183.65,No
9066-IVK,Male,0,No,No,51,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),67.98,3478.26,No
1526-YBJ,Female,0,No,No,13,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,84.6,1073.45,Yes
5754-WWI,Female,1,No,Yes,10,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),73.88,661.42,No
2978-NDD,Female,0,Yes,No,44,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),68.1,2997.54,No
5123-KYI,Female,0,No,No,3,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,No,Credit card (automatic),62.88,152.03,Yes
9502-UYB,Male,0,No,No,23,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),51.18,1164.57,Yes
5582-LYZ,Male,0,No,Yes,10,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,Two year,No,Credit card (automatic),55.64,528.04,No
9833-SXP,Male,1,No,No,1,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,84.98,47.05,Yes
4934-WGC,Male,0,Yes,No,67,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),39.6,2643.87,No
7765-SGF,Male,0,No,No,6,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),89.6,515.48,No
4178-UNR,Female,0,No,No,0,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,No,Mailed check,61.12,0.0,No
8756-BMU,Male,0,No,No,68,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),31.96,2207.08,No
1707-NPP,Male,1,Yes,No,13,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),42.13,512.87,No
1698-EGL,Male,0,Yes,No,59,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),85.71,5048.05,No
1998-UPW,Female,0,Yes,Yes,2,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,61.86,122.41,No
3215-UQT,Female,0,Yes,No,11,Yes,No phone service,Fiber optic,Yes,No,No,No,No,Yes,One year,Yes,Electronic check,90.44,935.67,Yes
6956-DMG,Female,1,No,No,8,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),84.18,634.32,Yes
1017-AAF,Female,0,Yes,No,51,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),90.42,4610.04,No
5336-SFO,Male,1,No,No,45,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,89.01,4002.75,Yes
5340-ROD,Female,0,Yes,Yes,34,No,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,76.47,2572.39,Yes
5196-NNK,Male,0,No,No,17,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),72.17,1225.98,No
9695-WQA,Female,0,No,No,6,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Two year,Yes,Electronic check,50.19,310.51,No
