customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,churn_probability,risk_level,main_risk_factors,recommended_action
3844-YIP,Female,0,Yes,No,12,No,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),80.62,985.19,1,0.8702224819347195,High,月額契約で解約しやすい / 月額料金が高い / 利用期間が短い / TechSupport未加入 / OnlineSecurity未加入,長期契約特典: 1年契約への移行割引やポイント付与を提案する / 料金プラン見直し: 利用状況に合う低負担プランを提案する / オンボーディング強化: 初期活用サポートや利用定着メールを送る
3462-CPH,Female,0,Yes,No,22,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,80.94,1737.15,0,0.8701724771084975,High,月額契約で解約しやすい / 月額料金が高い / TechSupport未加入 / OnlineSecurity未加入 / Electronic check利用,長期契約特典: 1年契約への移行割引やポイント付与を提案する / 料金プラン見直し: 利用状況に合う低負担プランを提案する / サポート加入キャンペーン: 初月無料のTechSupportを提案する
1699-CIU,Male,0,Yes,Yes,3,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),81.39,246.95,0,0.8701616143895861,High,月額契約で解約しやすい / 月額料金が高い / 利用期間が短い / TechSupport未加入 / Fiber optic利用で料金・品質不満の可能性,長期契約特典: 1年契約への移行割引やポイント付与を提案する / 料金プラン見直し: 利用状況に合う低負担プランを提案する / オンボーディング強化: 初期活用サポートや利用定着メールを送る
2258-LMM,Male,1,No,Yes,34,No,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,82.55,2820.06,1,0.8700866810461922,High,月額契約で解約しやすい / 月額料金が高い / TechSupport未加入 / OnlineSecurity未加入 / Electronic check利用,長期契約特典: 1年契約への移行割引やポイント付与を提案する / 料金プラン見直し: 利用状況に合う低負担プランを提案する / サポート加入キャンペーン: 初月無料のTechSupportを提案する
8293-NSM,Female,0,No,No,16,No,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,86.56,1417.9,0,0.8698583578482383,High,月額契約で解約しやすい / 月額料金が高い / TechSupport未加入 / OnlineSecurity未加入 / Fiber optic利用で料金・品質不満の可能性,長期契約特典: 1年契約への移行割引やポイント付与を提案する / 料金プラン見直し: 利用状況に合う低負担プランを提案する / サポート加入キャンペーン: 初月無料のTechSupportを提案する
7983-SBQ,Male,0,No,No,4,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,68.16,259.23,1,0.8695197079065877,High,月額契約で解約しやすい / 利用期間が短い / OnlineSecurity未加入 / Electronic check利用 / Fiber optic利用で料金・品質不満の可能性,長期契約特典: 1年契約への移行割引やポイント付与を提案する / オンボーディング強化: 初期活用サポートや利用定着メールを送る / セキュリティ提案: OnlineSecurityの価値を説明し利用を促す
9730-BNZ,Female,0,No,Yes,6,Yes,No phone service,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,67.2,363.94,1,0.8694322580898447,High,月額契約で解約しやすい / 利用期間が短い / TechSupport未加入 / Electronic check利用 / Fiber optic利用で料金・品質不満の可能性,長期契約特典: 1年契約への移行割引やポイント付与を提案する / オンボーディング強化: 初期活用サポートや利用定着メールを送る / サポート加入キャンペーン: 初月無料のTechSupportを提案する
2300-OBF,Male,0,No,Yes,12,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,91.96,1049.53,1,0.8693431549829768,High,月額契約で解約しやすい / 月額料金が高い / 利用期間が短い / Electronic check利用 / Fiber optic利用で料金・品質不満の可能性,長期契約特典: 1年契約への移行割引やポイント付与を提案する / 料金プラン見直し: 利用状況に合う低負担プランを提案する / オンボーディング強化: 初期活用サポートや利用定着メールを送る
7994-XFW,Female,0,Yes,No,4,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,70.34,292.79,1,0.8692586411123716,High,月額契約で解約しやすい / 利用期間が短い / TechSupport未加入 / Electronic check利用 / Fiber optic利用で料金・品質不満の可能性,長期契約特典: 1年契約への移行割引やポイント付与を提案する / オンボーディング強化: 初期活用サポートや利用定着メールを送る / サポート加入キャンペーン: 初月無料のTechSupportを提案する
8098-YDA,Female,1,Yes,Yes,7,No,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),65.29,475.83,1,0.8690525911089745,High,月額契約で解約しやすい / 利用期間が短い / TechSupport未加入 / Fiber optic利用で料金・品質不満の可能性,長期契約特典: 1年契約への移行割引やポイント付与を提案する / オンボーディング強化: 初期活用サポートや利用定着メールを送る / サポート加入キャンペーン: 初月無料のTechSupportを提案する
4975-RHM,Male,0,No,No,11,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),85.45,969.97,0,0.8690484360803475,High,月額契約で解約しやすい / 月額料金が高い / 利用期間が短い / OnlineSecurity未加入 / Fiber optic利用で料金・品質不満の可能性,長期契約特典: 1年契約への移行割引やポイント付与を提案する / 料金プラン見直し: 利用状況に合う低負担プランを提案する / オンボーディング強化: 初期活用サポートや利用定着メールを送る
7315-PBY,Male,0,Yes,No,1,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),66.18,135.26,1,0.8689846628867536,High,月額契約で解約しやすい / 利用期間が短い / TechSupport未加入 / OnlineSecurity未加入 / Fiber optic利用で料金・品質不満の可能性,長期契約特典: 1年契約への移行割引やポイント付与を提案する / オンボーディング強化: 初期活用サポートや利用定着メールを送る / サポート加入キャンペーン: 初月無料のTechSupportを提案する
2921-UID,Male,0,Yes,No,5,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),71.6,363.71,1,0.8689406563446203,High,月額契約で解約しやすい / 利用期間が短い / OnlineSecurity未加入 / Fiber optic利用で料金・品質不満の可能性,長期契約特典: 1年契約への移行割引やポイント付与を提案する / オンボーディング強化: 初期活用サポートや利用定着メールを送る / セキュリティ提案: OnlineSecurityの価値を説明し利用を促す
3938-XOZ,Male,0,Yes,No,9,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),78.73,697.72,1,0.8688967502429915,High,月額契約で解約しやすい / 月額料金が高い / 利用期間が短い / TechSupport未加入 / OnlineSecurity未加入,長期契約特典: 1年契約への移行割引やポイント付与を提案する / 料金プラン見直し: 利用状況に合う低負担プランを提案する / オンボーディング強化: 初期活用サポートや利用定着メールを送る
3309-BXC,Male,0,Yes,No,11,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),74.45,829.58,1,0.868809334812976,High,月額契約で解約しやすい / 利用期間が短い / TechSupport未加入 / OnlineSecurity未加入 / Fiber optic利用で料金・品質不満の可能性,長期契約特典: 1年契約への移行割引やポイント付与を提案する / オンボーディング強化: 初期活用サポートや利用定着メールを送る / サポート加入キャンペーン: 初月無料のTechSupportを提案する
7102-HXP,Female,1,Yes,No,37,Yes,No phone service,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,86.62,3207.44,0,0.8687682692891279,High,月額契約で解約しやすい / 月額料金が高い / TechSupport未加入 / OnlineSecurity未加入 / Electronic check利用,長期契約特典: 1年契約への移行割引やポイント付与を提案する / 料金プラン見直し: 利用状況に合う低負担プランを提案する / サポート加入キャンペーン: 初月無料のTechSupportを提案する
6605-HOZ,Male,0,No,No,11,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),98.74,1067.14,1,0.8683428705899373,High,月額契約で解約しやすい / 月額料金が高い / 利用期間が短い / TechSupport未加入 / Fiber optic利用で料金・品質不満の可能性,長期契約特典: 1年契約への移行割引やポイント付与を提案する / 料金プラン見直し: 利用状況に合う低負担プランを提案する / オンボーディング強化: 初期活用サポートや利用定着メールを送る
3228-JTC,Male,0,No,No,2,No,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,67.54,172.8,0,0.8682335675167927,High,月額契約で解約しやすい / 利用期間が短い / OnlineSecurity未加入 / Fiber optic利用で料金・品質不満の可能性,長期契約特典: 1年契約への移行割引やポイント付与を提案する / オンボーディング強化: 初期活用サポートや利用定着メールを送る / セキュリティ提案: OnlineSecurityの価値を説明し利用を促す
3413-DUM,Female,0,No,No,16,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,63.01,1015.9,1,0.8679855108281157,High,月額契約で解約しやすい / TechSupport未加入 / OnlineSecurity未加入 / Electronic check利用 / Fiber optic利用で料金・品質不満の可能性,長期契約特典: 1年契約への移行割引やポイント付与を提案する / サポート加入キャンペーン: 初月無料のTechSupportを提案する / セキュリティ提案: OnlineSecurityの価値を説明し利用を促す
8333-NRM,Female,1,No,No,21,No,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),84.79,1735.65,1,0.8677749666444807,High,月額契約で解約しやすい / 月額料金が高い / OnlineSecurity未加入 / Fiber optic利用で料金・品質不満の可能性,長期契約特典: 1年契約への移行割引やポイント付与を提案する / 料金プラン見直し: 利用状況に合う低負担プランを提案する / セキュリティ提案: OnlineSecurityの価値を説明し利用を促す
9823-TRS,Male,1,No,No,17,Yes,No phone service,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,49.62,813.43,1,0.8676027356643116,High,月額契約で解約しやすい / OnlineSecurity未加入 / Electronic check利用 / Fiber optic利用で料金・品質不満の可能性,長期契約特典: 1年契約への移行割引やポイント付与を提案する / セキュリティ提案: OnlineSecurityの価値を説明し利用を促す / 支払い方法変更: 自動支払いへの変更特典を提案する
8541-FMG,Male,0,Yes,No,16,Yes,No phone service,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,71.92,1144.18,1,0.8675531726534347,High,月額契約で解約しやすい / OnlineSecurity未加入 / Electronic check利用 / Fiber optic利用で料金・品質不満の可能性,長期契約特典: 1年契約への移行割引やポイント付与を提案する / セキュリティ提案: OnlineSecurityの価値を説明し利用を促す / 支払い方法変更: 自動支払いへの変更特典を提案する
3394-ZAW,Female,0,No,No,0,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,65.2,0.0,1,0.8675380863966268,High,月額契約で解約しやすい / 利用期間が短い / TechSupport未加入 / Electronic check利用 / Fiber optic利用で料金・品質不満の可能性,長期契約特典: 1年契約への移行割引やポイント付与を提案する / オンボーディング強化: 初期活用サポートや利用定着メールを送る / サポート加入キャンペーン: 初月無料のTechSupportを提案する
8679-EJP,Female,0,No,Yes,4,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),69.24,244.21,1,0.8673919208839924,High,月額契約で解約しやすい / 利用期間が短い / TechSupport未加入 / OnlineSecurity未加入 / Fiber optic利用で料金・品質不満の可能性,長期契約特典: 1年契約への移行割引やポイント付与を提案する / オンボーディング強化: 初期活用サポートや利用定着メールを送る / サポート加入キャンペーン: 初月無料のTechSupportを提案する
4065-ZEX,Male,0,Yes,Yes,8,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,56.51,413.5,1,0.8670175207515528,High,月額契約で解約しやすい / 利用期間が短い / TechSupport未加入 / OnlineSecurity未加入 / Electronic check利用,長期契約特典: 1年契約への移行割引やポイント付与を提案する / オンボーディング強化: 初期活用サポートや利用定着メールを送る / サポート加入キャンペーン: 初月無料のTechSupportを提案する
1595-APY,Female,0,No,No,22,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,82.69,1810.54,1,0.8669936672743882,High,月額契約で解約しやすい / 月額料金が高い / TechSupport未加入 / OnlineSecurity未加入 / Electronic check利用,長期契約特典: 1年契約への移行割引やポイント付与を提案する / 料金プラン見直し: 利用状況に合う低負担プランを提案する / サポート加入キャンペーン: 初月無料のTechSupportを提案する
8903-UZI,Male,1,Yes,No,12,No,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,84.16,995.44,1,0.866935529942961,High,月額契約で解約しやすい / 月額料金が高い / 利用期間が短い / TechSupport未加入 / OnlineSecurity未加入,長期契約特典: 1年契約への移行割引やポイント付与を提案する / 料金プラン見直し: 利用状況に合う低負担プランを提案する / オンボーディング強化: 初期活用サポートや利用定着メールを送る
3616-YLG,Female,0,No,Yes,14,Yes,No phone service,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),71.86,1118.79,1,0.8669323145256957,High,月額契約で解約しやすい / TechSupport未加入 / OnlineSecurity未加入 / Fiber optic利用で料金・品質不満の可能性,長期契約特典: 1年契約への移行割引やポイント付与を提案する / サポート加入キャンペーン: 初月無料のTechSupportを提案する / セキュリティ提案: OnlineSecurityの価値を説明し利用を促す
3944-ZBI,Female,0,No,No,10,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,65.38,654.39,0,0.866887988427763,High,月額契約で解約しやすい / 利用期間が短い / OnlineSecurity未加入 / Electronic check利用 / Fiber optic利用で料金・品質不満の可能性,長期契約特典: 1年契約への移行割引やポイント付与を提案する / オンボーディング強化: 初期活用サポートや利用定着メールを送る / セキュリティ提案: OnlineSecurityの価値を説明し利用を促す
2062-CIF,Male,0,No,No,0,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,60.21,0.0,1,0.866845879373065,High,月額契約で解約しやすい / 利用期間が短い / TechSupport未加入 / OnlineSecurity未加入 / Electronic check利用,長期契約特典: 1年契約への移行割引やポイント付与を提案する / オンボーディング強化: 初期活用サポートや利用定着メールを送る / サポート加入キャンペーン: 初月無料のTechSupportを提案する
1714-QPG,Male,0,No,Yes,0,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,85.28,0.0,0,0.8666353084955544,High,月額契約で解約しやすい / 月額料金が高い / 利用期間が短い / OnlineSecurity未加入 / Fiber optic利用で料金・品質不満の可能性,長期契約特典: 1年契約への移行割引やポイント付与を提案する / 料金プラン見直し: 利用状況に合う低負担プランを提案する / オンボーディング強化: 初期活用サポートや利用定着メールを送る
4002-XWF,Female,1,No,No,14,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,78.79,1097.65,1,0.8664345291352227,High,月額契約で解約しやすい / 月額料金が高い / TechSupport未加入 / OnlineSecurity未加入 / Electronic check利用,長期契約特典: 1年契約への移行割引やポイント付与を提案する / 料金プラン見直し: 利用状況に合う低負担プランを提案する / サポート加入キャンペーン: 初月無料のTechSupportを提案する
9974-IIQ,Male,0,Yes,No,21,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),97.83,2073.67,1,0.866281408537464,High,月額契約で解約しやすい / 月額料金が高い / TechSupport未加入 / OnlineSecurity未加入 / Fiber optic利用で料金・品質不満の可能性,長期契約特典: 1年契約への移行割引やポイント付与を提案する / 料金プラン見直し: 利用状況に合う低負担プランを提案する / サポート加入キャンペーン: 初月無料のTechSupportを提案する
2227-FBQ,Male,0,No,Yes,5,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),73.87,382.13,0,0.866256883289296,High,月額契約で解約しやすい / 利用期間が短い / TechSupport未加入 / OnlineSecurity未加入 / Fiber optic利用で料金・品質不満の可能性,長期契約特典: 1年契約への移行割引やポイント付与を提案する / オンボーディング強化: 初期活用サポートや利用定着メールを送る / サポート加入キャンペーン: 初月無料のTechSupportを提案する
9788-WUY,Female,0,Yes,No,11,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,106.08,1134.45,0,0.8661944602515749,High,月額契約で解約しやすい / 月額料金が高い / 利用期間が短い / TechSupport未加入 / Fiber optic利用で料金・品質不満の可能性,長期契約特典: 1年契約への移行割引やポイント付与を提案する / 料金プラン見直し: 利用状況に合う低負担プランを提案する / オンボーディング強化: 初期活用サポートや利用定着メールを送る
4557-VKO,Female,0,No,No,7,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),76.25,533.91,1,0.8658452879321228,High,月額契約で解約しやすい / 月額料金が高い / 利用期間が短い / TechSupport未加入 / OnlineSecurity未加入,長期契約特典: 1年契約への移行割引やポイント付与を提案する / 料金プラン見直し: 利用状況に合う低負担プランを提案する / オンボーディング強化: 初期活用サポートや利用定着メールを送る
9714-XLB,Male,1,No,Yes,18,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,84.21,1523.0,1,0.8658122051308974,High,月額契約で解約しやすい / 月額料金が高い / TechSupport未加入 / OnlineSecurity未加入 / Fiber optic利用で料金・品質不満の可能性,長期契約特典: 1年契約への移行割引やポイント付与を提案する / 料金プラン見直し: 利用状況に合う低負担プランを提案する / サポート加入キャンペーン: 初月無料のTechSupportを提案する
5799-DEM,Female,0,Yes,No,14,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),107.83,1516.94,1,0.8650426941001342,High,月額契約で解約しやすい / 月額料金が高い / TechSupport未加入 / Fiber optic利用で料金・品質不満の可能性,長期契約特典: 1年契約への移行割引やポイント付与を提案する / 料金プラン見直し: 利用状況に合う低負担プランを提案する / サポート加入キャンペーン: 初月無料のTechSupportを提案する
2901-FHE,Male,0,Yes,Yes,25,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,110.31,2748.96,1,0.8649835524696615,High,月額契約で解約しやすい / 月額料金が高い / TechSupport未加入 / OnlineSecurity未加入 / Electronic check利用,長期契約特典: 1年契約への移行割引やポイント付与を提案する / 料金プラン見直し: 利用状況に合う低負担プランを提案する / サポート加入キャンペーン: 初月無料のTechSupportを提案する
5484-BQU,Male,0,Yes,No,12,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,111.15,1314.35,1,0.8648854326878016,High,月額契約で解約しやすい / 月額料金が高い / 利用期間が短い / OnlineSecurity未加入 / Fiber optic利用で料金・品質不満の可能性,長期契約特典: 1年契約への移行割引やポイント付与を提案する / 料金プラン見直し: 利用状況に合う低負担プランを提案する / オンボーディング強化: 初期活用サポートや利用定着メールを送る
1739-HSA,Male,0,No,Yes,9,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,No,Electronic check,76.33,713.26,1,0.8644304942640193,High,月額契約で解約しやすい / 月額料金が高い / 利用期間が短い / OnlineSecurity未加入 / Electronic check利用,長期契約特典: 1年契約への移行割引やポイント付与を提案する / 料金プラン見直し: 利用状況に合う低負担プランを提案する / オンボーディング強化: 初期活用サポートや利用定着メールを送る
8262-UNK,Male,0,Yes,Yes,17,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,98.32,1614.65,0,0.8644132172721554,High,月額契約で解約しやすい / 月額料金が高い / TechSupport未加入 / Electronic check利用 / Fiber optic利用で料金・品質不満の可能性,長期契約特典: 1年契約への移行割引やポイント付与を提案する / 料金プラン見直し: 利用状況に合う低負担プランを提案する / サポート加入キャンペーン: 初月無料のTechSupportを提案する
3938-YQN,Female,0,No,No,8,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),101.75,876.04,1,0.8642777091840075,High,月額契約で解約しやすい / 月額料金が高い / 利用期間が短い / Fiber optic利用で料金・品質不満の可能性,長期契約特典: 1年契約への移行割引やポイント付与を提案する / 料金プラン見直し: 利用状況に合う低負担プランを提案する / オンボーディング強化: 初期活用サポートや利用定着メールを送る
2306-MLD,Female,0,No,No,2,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),85.93,152.12,0,0.864260949169763,High,月額契約で解約しやすい / 月額料金が高い / 利用期間が短い / Fiber optic利用で料金・品質不満の可能性,長期契約特典: 1年契約への移行割引やポイント付与を提案する / 料金プラン見直し: 利用状況に合う低負担プランを提案する / オンボーディング強化: 初期活用サポートや利用定着メールを送る
5715-MDP,Male,1,Yes,No,12,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,No,Electronic check,77.6,946.51,1,0.8642003376156059,High,月額契約で解約しやすい / 月額料金が高い / 利用期間が短い / TechSupport未加入 / Electronic check利用,長期契約特典: 1年契約への移行割引やポイント付与を提案する / 料金プラン見直し: 利用状況に合う低負担プランを提案する / オンボーディング強化: 初期活用サポートや利用定着メールを送る
2790-OFJ,Female,0,No,No,6,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),58.94,375.32,1,0.8636858948845292,High,月額契約で解約しやすい / 利用期間が短い / TechSupport未加入 / OnlineSecurity未加入 / Fiber optic利用で料金・品質不満の可能性,長期契約特典: 1年契約への移行割引やポイント付与を提案する / オンボーディング強化: 初期活用サポートや利用定着メールを送る / サポート加入キャンペーン: 初月無料のTechSupportを提案する
2849-HYE,Male,0,No,No,3,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,90.59,292.86,0,0.8627298072545915,High,月額契約で解約しやすい / 月額料金が高い / 利用期間が短い / OnlineSecurity未加入 / Fiber optic利用で料金・品質不満の可能性,長期契約特典: 1年契約への移行割引やポイント付与を提案する / 料金プラン見直し: 利用状況に合う低負担プランを提案する / オンボーディング強化: 初期活用サポートや利用定着メールを送る
5294-PNS,Female,0,Yes,No,10,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),71.64,717.51,1,0.862532999225762,High,月額契約で解約しやすい / 利用期間が短い / TechSupport未加入 / OnlineSecurity未加入 / Fiber optic利用で料金・品質不満の可能性,長期契約特典: 1年契約への移行割引やポイント付与を提案する / オンボーディング強化: 初期活用サポートや利用定着メールを送る / サポート加入キャンペーン: 初月無料のTechSupportを提案する
3891-NOV,Female,0,No,No,23,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,70.84,1641.79,1,0.8622920099382831,High,月額契約で解約しやすい / TechSupport未加入 / OnlineSecurity未加入 / Electronic check利用 / Fiber optic利用で料金・品質不満の可能性,長期契約特典: 1年契約への移行割引やポイント付与を提案する / サポート加入キャンペーン: 初月無料のTechSupportを提案する / セキュリティ提案: OnlineSecurityの価値を説明し利用を促す
8506-HSD,Female,0,Yes,Yes,2,Yes,No phone service,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,65.76,162.59,1,0.8621750368639105,High,月額契約で解約しやすい / 利用期間が短い / TechSupport未加入 / Electronic check利用 / Fiber optic利用で料金・品質不満の可能性,長期契約特典: 1年契約への移行割引やポイント付与を提案する / オンボーディング強化: 初期活用サポートや利用定着メールを送る / サポート加入キャンペーン: 初月無料のTechSupportを提案する
8082-DRE,Female,0,No,Yes,17,No,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),74.07,1310.7,1,0.8618850855806643,High,月額契約で解約しやすい / TechSupport未加入 / OnlineSecurity未加入 / Fiber optic利用で料金・品質不満の可能性,長期契約特典: 1年契約への移行割引やポイント付与を提案する / サポート加入キャンペーン: 初月無料のTechSupportを提案する / セキュリティ提案: OnlineSecurityの価値を説明し利用を促す
3438-SPI,Female,1,Yes,No,23,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,77.76,1859.61,1,0.8617402967339275,High,月額契約で解約しやすい / 月額料金が高い / TechSupport未加入 / Electronic check利用 / Fiber optic利用で料金・品質不満の可能性,長期契約特典: 1年契約への移行割引やポイント付与を提案する / 料金プラン見直し: 利用状況に合う低負担プランを提案する / サポート加入キャンペーン: 初月無料のTechSupportを提案する
6997-HBM,Female,1,No,No,21,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,52.88,1095.42,0,0.8617029382901854,High,月額契約で解約しやすい / TechSupport未加入 / OnlineSecurity未加入 / Electronic check利用 / Fiber optic利用で料金・品質不満の可能性,長期契約特典: 1年契約への移行割引やポイント付与を提案する / サポート加入キャンペーン: 初月無料のTechSupportを提案する / セキュリティ提案: OnlineSecurityの価値を説明し利用を促す
9357-DPC,Female,0,No,Yes,9,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),77.11,707.16,1,0.8616961722268103,High,月額契約で解約しやすい / 月額料金が高い / 利用期間が短い / OnlineSecurity未加入 / Fiber optic利用で料金・品質不満の可能性,長期契約特典: 1年契約への移行割引やポイント付与を提案する / 料金プラン見直し: 利用状況に合う低負担プランを提案する / オンボーディング強化: 初期活用サポートや利用定着メールを送る
5006-LBK,Female,0,No,Yes,10,No,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,73.12,730.8,1,0.8616706945418161,High,月額契約で解約しやすい / 利用期間が短い / TechSupport未加入 / OnlineSecurity未加入 / Fiber optic利用で料金・品質不満の可能性,長期契約特典: 1年契約への移行割引やポイント付与を提案する / オンボーディング強化: 初期活用サポートや利用定着メールを送る / サポート加入キャンペーン: 初月無料のTechSupportを提案する
5324-KCP,Female,0,Yes,No,5,No,No,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,78.67,385.14,1,0.8615337612126887,High,月額契約で解約しやすい / 月額料金が高い / 利用期間が短い / TechSupport未加入 / Fiber optic利用で料金・品質不満の可能性,長期契約特典: 1年契約への移行割引やポイント付与を提案する / 料金プラン見直し: 利用状況に合う低負担プランを提案する / オンボーディング強化: 初期活用サポートや利用定着メールを送る
8515-ZDG,Male,0,No,No,18,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,79.91,1492.5,0,0.8614618767551595,High,月額契約で解約しやすい / 月額料金が高い / TechSupport未加入 / OnlineSecurity未加入 / Electronic check利用,長期契約特典: 1年契約への移行割引やポイント付与を提案する / 料金プラン見直し: 利用状況に合う低負担プランを提案する / サポート加入キャンペーン: 初月無料のTechSupportを提案する
8372-GYZ,Female,1,No,Yes,7,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,70.29,467.06,1,0.8612750895753305,High,月額契約で解約しやすい / 利用期間が短い / TechSupport未加入 / OnlineSecurity未加入 / Fiber optic利用で料金・品質不満の可能性,長期契約特典: 1年契約への移行割引やポイント付与を提案する / オンボーディング強化: 初期活用サポートや利用定着メールを送る / サポート加入キャンペーン: 初月無料のTechSupportを提案する
2751-JXZ,Male,0,No,No,19,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),94.31,1791.72,1,0.861257912887901,High,月額契約で解約しやすい / 月額料金が高い / TechSupport未加入 / OnlineSecurity未加入 / Fiber optic利用で料金・品質不満の可能性,長期契約特典: 1年契約への移行割引やポイント付与を提案する / 料金プラン見直し: 利用状況に合う低負担プランを提案する / サポート加入キャンペーン: 初月無料のTechSupportを提案する
